Initializing dataloader
Files already downloaded and verified
Files already downloaded and verified
Dataloader has initialized
Initializing model
Model initialized
Testing model
Tests passed
Epoch: 0, Train loss: 1.265208021736145, Validation loss: 1.2850891651153564, Validation accuracy: 0.5857
Epoch: 1, Train loss: 0.7856422057723998, Validation loss: 0.8913783672332763, Validation accuracy: 0.7081
Epoch: 2, Train loss: 0.6331976765060425, Validation loss: 0.7097132868766785, Validation accuracy: 0.7581
Epoch: 3, Train loss: 0.5460541651535035, Validation loss: 0.822193616104126, Validation accuracy: 0.7291
Epoch: 4, Train loss: 0.49885326407432556, Validation loss: 0.5634757513046265, Validation accuracy: 0.8089
Epoch: 5, Train loss: 0.46368570571899415, Validation loss: 0.5398180109500885, Validation accuracy: 0.8176
Epoch: 6, Train loss: 0.4319622409629822, Validation loss: 0.7659785379886627, Validation accuracy: 0.7551
Epoch: 7, Train loss: 0.41232159611701963, Validation loss: 0.5256898123741149, Validation accuracy: 0.822
Epoch: 8, Train loss: 0.40024088844299316, Validation loss: 0.6055178194999695, Validation accuracy: 0.7934
Epoch: 9, Train loss: 0.38589377946853637, Validation loss: 0.7672445266723633, Validation accuracy: 0.7516
Epoch: 10, Train loss: 0.36863513273239135, Validation loss: 0.6460195302963256, Validation accuracy: 0.7911
Epoch: 11, Train loss: 0.3561337486076355, Validation loss: 0.6316539481163025, Validation accuracy: 0.8067
Epoch: 12, Train loss: 0.3462361171150207, Validation loss: 0.4759073867321014, Validation accuracy: 0.8423
Epoch: 13, Train loss: 0.342503783454895, Validation loss: 0.7396524074554444, Validation accuracy: 0.7695
Epoch: 14, Train loss: 0.33403892716407774, Validation loss: 0.6243420531272889, Validation accuracy: 0.8034
Epoch: 15, Train loss: 0.323176326007843, Validation loss: 0.5816928292512894, Validation accuracy: 0.8037
Epoch: 16, Train loss: 0.3261716183900833, Validation loss: 0.5829870313167572, Validation accuracy: 0.8082
Epoch: 17, Train loss: 0.31610934915542604, Validation loss: 0.6678253972530365, Validation accuracy: 0.8006
Epoch: 18, Train loss: 0.3103336745452881, Validation loss: 0.47359592118263244, Validation accuracy: 0.8414
Epoch: 19, Train loss: 0.30853327311992645, Validation loss: 0.5459953721046448, Validation accuracy: 0.8234
Epoch: 20, Train loss: 0.3064454481887817, Validation loss: 0.3959263996839523, Validation accuracy: 0.8702
Epoch: 21, Train loss: 0.29817661427021025, Validation loss: 0.46459841327667234, Validation accuracy: 0.8467
Epoch: 22, Train loss: 0.29699075520515444, Validation loss: 0.5687661258220673, Validation accuracy: 0.8209
Epoch: 23, Train loss: 0.2936991162109375, Validation loss: 0.4725563726902008, Validation accuracy: 0.847
Epoch: 24, Train loss: 0.2975993733549118, Validation loss: 0.5882339772224426, Validation accuracy: 0.8152
Epoch: 25, Train loss: 0.29185472239494326, Validation loss: 0.4373378874778748, Validation accuracy: 0.8561
Epoch: 26, Train loss: 0.2853999953842163, Validation loss: 0.6483222089767456, Validation accuracy: 0.8069
Epoch: 27, Train loss: 0.28680060139656066, Validation loss: 0.4814928823471069, Validation accuracy: 0.842
Epoch: 28, Train loss: 0.2844649931907654, Validation loss: 0.504318770980835, Validation accuracy: 0.8388
Epoch: 29, Train loss: 0.2830896531295776, Validation loss: 0.4678267213821411, Validation accuracy: 0.8446
Epoch: 30, Train loss: 0.28291077577590945, Validation loss: 0.46534695620536803, Validation accuracy: 0.8531
Epoch: 31, Train loss: 0.28108393595695497, Validation loss: 0.47337645597457884, Validation accuracy: 0.843
Epoch: 32, Train loss: 0.2771178399181366, Validation loss: 0.43220574903488157, Validation accuracy: 0.8574
Epoch: 33, Train loss: 0.2734997486782074, Validation loss: 0.3889707057476044, Validation accuracy: 0.8671
Epoch: 34, Train loss: 0.2732990381813049, Validation loss: 0.5809839707374572, Validation accuracy: 0.8196
Epoch: 35, Train loss: 0.27425915964126585, Validation loss: 0.4984912570118904, Validation accuracy: 0.8381
Epoch: 36, Train loss: 0.27332138732910155, Validation loss: 0.5483679067611694, Validation accuracy: 0.8276
Epoch: 37, Train loss: 0.27326386367321015, Validation loss: 0.4646266098976135, Validation accuracy: 0.8493
Epoch: 38, Train loss: 0.2673423518896103, Validation loss: 0.7273169181823731, Validation accuracy: 0.776
Epoch: 39, Train loss: 0.2684849796009064, Validation loss: 0.4741817826032639, Validation accuracy: 0.8514
Epoch: 40, Train loss: 0.2661520228624344, Validation loss: 0.4864826595306396, Validation accuracy: 0.8401
Epoch: 41, Train loss: 0.2664515375804901, Validation loss: 0.5937376154899597, Validation accuracy: 0.8246
Epoch: 42, Train loss: 0.2658921617603302, Validation loss: 0.5389567173004151, Validation accuracy: 0.8277
Epoch: 43, Train loss: 0.26230578462600707, Validation loss: 0.42431563029289243, Validation accuracy: 0.8605
Epoch: 44, Train loss: 0.2648608596801758, Validation loss: 0.5430002535820008, Validation accuracy: 0.8332
Epoch: 45, Train loss: 0.2623398816680908, Validation loss: 0.40546849370002747, Validation accuracy: 0.8669
Epoch: 46, Train loss: 0.2651594676399231, Validation loss: 0.37137189712524415, Validation accuracy: 0.8767
Epoch: 47, Train loss: 0.26137346559047697, Validation loss: 0.5335361868858337, Validation accuracy: 0.8257
Epoch: 48, Train loss: 0.2567145927047729, Validation loss: 0.47486797318458557, Validation accuracy: 0.8497
Epoch: 49, Train loss: 0.26376703177928923, Validation loss: 0.4527588659286499, Validation accuracy: 0.855
Epoch: 50, Train loss: 0.25956791157722475, Validation loss: 0.4030673078298569, Validation accuracy: 0.8684
Epoch: 51, Train loss: 0.26161482928276064, Validation loss: 0.6583655117034912, Validation accuracy: 0.7969
Epoch: 52, Train loss: 0.26041067874908447, Validation loss: 0.3666495171546936, Validation accuracy: 0.8798
Epoch: 53, Train loss: 0.2600751995038986, Validation loss: 0.547109590435028, Validation accuracy: 0.8309
Epoch: 54, Train loss: 0.25829180541038516, Validation loss: 0.3702807738304138, Validation accuracy: 0.8768
Epoch: 55, Train loss: 0.25708604906082155, Validation loss: 0.38420203715562823, Validation accuracy: 0.8719
Epoch: 56, Train loss: 0.2573860973262787, Validation loss: 0.7211467161893844, Validation accuracy: 0.7779
Epoch: 57, Train loss: 0.2572312325668335, Validation loss: 0.4399699240684509, Validation accuracy: 0.8576
Epoch: 58, Train loss: 0.2607517202806473, Validation loss: 0.482159699010849, Validation accuracy: 0.8425
Epoch: 59, Train loss: 0.2528847069072723, Validation loss: 0.4762018899917603, Validation accuracy: 0.853
Epoch: 60, Train loss: 0.11800149229764938, Validation loss: 0.19271768641471862, Validation accuracy: 0.9338
Epoch: 61, Train loss: 0.07932599131584167, Validation loss: 0.17165595014095306, Validation accuracy: 0.9421
Epoch: 62, Train loss: 0.06443135949850082, Validation loss: 0.18547178246974946, Validation accuracy: 0.9387
Epoch: 63, Train loss: 0.055647374486923216, Validation loss: 0.1865715134203434, Validation accuracy: 0.941
Epoch: 64, Train loss: 0.04705839707493782, Validation loss: 0.20423761024475098, Validation accuracy: 0.9362
Epoch: 65, Train loss: 0.0435849355506897, Validation loss: 0.19712833933830262, Validation accuracy: 0.9379
Epoch: 66, Train loss: 0.04221217617750168, Validation loss: 0.20301157298088074, Validation accuracy: 0.937
Epoch: 67, Train loss: 0.04126145229458809, Validation loss: 0.20258793513774873, Validation accuracy: 0.9371
Epoch: 68, Train loss: 0.042174023299217225, Validation loss: 0.20422266230583191, Validation accuracy: 0.9396
Epoch: 69, Train loss: 0.04089654917001724, Validation loss: 0.21472272710800172, Validation accuracy: 0.9337
Epoch: 70, Train loss: 0.04679822409391403, Validation loss: 0.23362212886810302, Validation accuracy: 0.9307
Epoch: 71, Train loss: 0.04648561450004578, Validation loss: 0.25830114493370054, Validation accuracy: 0.9221
Epoch: 72, Train loss: 0.04794934780359268, Validation loss: 0.22809095106124877, Validation accuracy: 0.9317
Epoch: 73, Train loss: 0.05011094745159149, Validation loss: 0.2812920040607452, Validation accuracy: 0.9214
Epoch: 74, Train loss: 0.05162717705368996, Validation loss: 0.28007239520549776, Validation accuracy: 0.9168
Epoch: 75, Train loss: 0.059973813886642455, Validation loss: 0.3152897799491882, Validation accuracy: 0.9119
Epoch: 76, Train loss: 0.06417504223108292, Validation loss: 0.2701525626540184, Validation accuracy: 0.9153
Epoch: 77, Train loss: 0.062121256771087645, Validation loss: 0.31249405398368835, Validation accuracy: 0.9139
Epoch: 78, Train loss: 0.06069162755250931, Validation loss: 0.2750213902950287, Validation accuracy: 0.919
Epoch: 79, Train loss: 0.06046207515954971, Validation loss: 0.25974843292236327, Validation accuracy: 0.9232
Epoch: 80, Train loss: 0.06305316479086875, Validation loss: 0.2550566144943237, Validation accuracy: 0.924
Epoch: 81, Train loss: 0.06801821438550949, Validation loss: 0.2948380680680275, Validation accuracy: 0.9113
Epoch: 82, Train loss: 0.06536779855251312, Validation loss: 0.2455959177494049, Validation accuracy: 0.9281
Epoch: 83, Train loss: 0.06100542731523514, Validation loss: 0.28060822768211363, Validation accuracy: 0.9186
Epoch: 84, Train loss: 0.06651095557689667, Validation loss: 0.3639354119300842, Validation accuracy: 0.8891
Epoch: 85, Train loss: 0.06083084242343902, Validation loss: 0.33752894840240477, Validation accuracy: 0.9075
Epoch: 86, Train loss: 0.06479953271865845, Validation loss: 0.26098379298448565, Validation accuracy: 0.9224
Epoch: 87, Train loss: 0.059811761280298234, Validation loss: 0.299491291809082, Validation accuracy: 0.9125
Epoch: 88, Train loss: 0.05915068309664726, Validation loss: 0.3446873809337616, Validation accuracy: 0.9073
Epoch: 89, Train loss: 0.0662715330529213, Validation loss: 0.2937347507715225, Validation accuracy: 0.9124
Epoch: 90, Train loss: 0.06599031364679336, Validation loss: 0.30064270668029786, Validation accuracy: 0.9109
Epoch: 91, Train loss: 0.06360698483586312, Validation loss: 0.2622050187110901, Validation accuracy: 0.9208
Epoch: 92, Train loss: 0.059956976150274274, Validation loss: 0.37924539442062377, Validation accuracy: 0.8982
Epoch: 93, Train loss: 0.0614521247112751, Validation loss: 0.26739254384040834, Validation accuracy: 0.9225
Epoch: 94, Train loss: 0.056054019763469694, Validation loss: 0.25656348350048064, Validation accuracy: 0.9225
Epoch: 95, Train loss: 0.057237694652080534, Validation loss: 0.27206828721761706, Validation accuracy: 0.9165
Epoch: 96, Train loss: 0.06107330112338066, Validation loss: 0.28551082530021665, Validation accuracy: 0.9169
Epoch: 97, Train loss: 0.06376448722124099, Validation loss: 0.2567161552429199, Validation accuracy: 0.927
Epoch: 98, Train loss: 0.06181252530813217, Validation loss: 0.3722255150794983, Validation accuracy: 0.9004
Epoch: 99, Train loss: 0.05918035348176956, Validation loss: 0.30091553592681886, Validation accuracy: 0.9131
Epoch: 100, Train loss: 0.06265965450286866, Validation loss: 0.29472771244049073, Validation accuracy: 0.9146
Epoch: 101, Train loss: 0.05831216137886047, Validation loss: 0.2901619017601013, Validation accuracy: 0.9186
Epoch: 102, Train loss: 0.059846172833442686, Validation loss: 0.2671762706518173, Validation accuracy: 0.9209
Epoch: 103, Train loss: 0.06021092389822006, Validation loss: 0.3889113852262497, Validation accuracy: 0.8926
Epoch: 104, Train loss: 0.05941135491013527, Validation loss: 0.36570944538116457, Validation accuracy: 0.8963
Epoch: 105, Train loss: 0.05758191569328308, Validation loss: 0.29576643118858337, Validation accuracy: 0.9137
Epoch: 106, Train loss: 0.05425738975763321, Validation loss: 0.26890116136074066, Validation accuracy: 0.921
Epoch: 107, Train loss: 0.05179497354984283, Validation loss: 0.3172376235723495, Validation accuracy: 0.9096
Epoch: 108, Train loss: 0.05837419464826584, Validation loss: 0.29792990140914916, Validation accuracy: 0.9126
Epoch: 109, Train loss: 0.057942540788650514, Validation loss: 0.33493767166137695, Validation accuracy: 0.9065
Epoch: 110, Train loss: 0.06060257137298584, Validation loss: 0.3072221312761307, Validation accuracy: 0.9097
Epoch: 111, Train loss: 0.05684740952968598, Validation loss: 0.3035405825138092, Validation accuracy: 0.9115
Epoch: 112, Train loss: 0.05360406263709068, Validation loss: 0.3027483228683472, Validation accuracy: 0.9147
Epoch: 113, Train loss: 0.058211198873519894, Validation loss: 0.2843855994939804, Validation accuracy: 0.9164
Epoch: 114, Train loss: 0.05483511189699173, Validation loss: 0.2652481204986572, Validation accuracy: 0.923
Epoch: 115, Train loss: 0.05384494927406311, Validation loss: 0.3864157971382141, Validation accuracy: 0.8965
Epoch: 116, Train loss: 0.06894961360692978, Validation loss: 0.26794917778968813, Validation accuracy: 0.923
Epoch: 117, Train loss: 0.06165649525403977, Validation loss: 0.24535302257537842, Validation accuracy: 0.9237
Epoch: 118, Train loss: 0.05481408295154572, Validation loss: 0.30832279953844843, Validation accuracy: 0.9088
Epoch: 119, Train loss: 0.055721861090660095, Validation loss: 0.33820360622406004, Validation accuracy: 0.9046
Epoch: 120, Train loss: 0.022351303852498533, Validation loss: 0.1699039415359497, Validation accuracy: 0.9497
Epoch: 121, Train loss: 0.009916583033502102, Validation loss: 0.16819602093696595, Validation accuracy: 0.9511
Epoch: 122, Train loss: 0.00766811825811863, Validation loss: 0.16847817115783692, Validation accuracy: 0.9524
Epoch: 123, Train loss: 0.006435522142052651, Validation loss: 0.1656238362312317, Validation accuracy: 0.9518
Epoch: 124, Train loss: 0.005827530730962753, Validation loss: 0.16372371468544006, Validation accuracy: 0.9549
Epoch: 125, Train loss: 0.004749646373987198, Validation loss: 0.16310280127525328, Validation accuracy: 0.9538
Epoch: 126, Train loss: 0.004764295013099909, Validation loss: 0.16066175961494447, Validation accuracy: 0.9533
Epoch: 127, Train loss: 0.00452569924749434, Validation loss: 0.16324294662475586, Validation accuracy: 0.9542
Epoch: 128, Train loss: 0.004093630491495133, Validation loss: 0.1590459478855133, Validation accuracy: 0.9533
Epoch: 129, Train loss: 0.00382392843618989, Validation loss: 0.1566584949493408, Validation accuracy: 0.9556
Epoch: 130, Train loss: 0.0036124774158373474, Validation loss: 0.15745563168525695, Validation accuracy: 0.9547
Epoch: 131, Train loss: 0.0034909704858064653, Validation loss: 0.1578585117816925, Validation accuracy: 0.9544
Epoch: 132, Train loss: 0.0035980852720886468, Validation loss: 0.15765216751098632, Validation accuracy: 0.9551
Epoch: 133, Train loss: 0.0033238955222815274, Validation loss: 0.15665625381469728, Validation accuracy: 0.9556
Epoch: 134, Train loss: 0.0033342610217630864, Validation loss: 0.1562558099269867, Validation accuracy: 0.9555
Epoch: 135, Train loss: 0.00337749198615551, Validation loss: 0.15426201844215393, Validation accuracy: 0.9561
Epoch: 136, Train loss: 0.0031815599008649586, Validation loss: 0.15214564633369446, Validation accuracy: 0.9565
Epoch: 137, Train loss: 0.002899600980505347, Validation loss: 0.15284942288398742, Validation accuracy: 0.9568
Epoch: 138, Train loss: 0.0031270184653252363, Validation loss: 0.1527374933719635, Validation accuracy: 0.9565
Epoch: 139, Train loss: 0.0029650715851038695, Validation loss: 0.15254714775085448, Validation accuracy: 0.9554
Epoch: 140, Train loss: 0.002989195586517453, Validation loss: 0.15365943107604982, Validation accuracy: 0.9546
Epoch: 141, Train loss: 0.0029635583978891373, Validation loss: 0.1537771674156189, Validation accuracy: 0.9554
Epoch: 142, Train loss: 0.002967095610201359, Validation loss: 0.15296118636131287, Validation accuracy: 0.9562
Epoch: 143, Train loss: 0.00293651396304369, Validation loss: 0.15302771725654601, Validation accuracy: 0.9559
Epoch: 144, Train loss: 0.0029890761233866215, Validation loss: 0.1525141854763031, Validation accuracy: 0.9558
Epoch: 145, Train loss: 0.003099049655944109, Validation loss: 0.1516563603401184, Validation accuracy: 0.9565
Epoch: 146, Train loss: 0.002905585780367255, Validation loss: 0.15082055406570435, Validation accuracy: 0.9567
Epoch: 147, Train loss: 0.0028774893878400327, Validation loss: 0.1521065086364746, Validation accuracy: 0.9568
Epoch: 148, Train loss: 0.0028970129015669227, Validation loss: 0.15072606496810914, Validation accuracy: 0.9563
Epoch: 149, Train loss: 0.002947400527819991, Validation loss: 0.1528706913948059, Validation accuracy: 0.9557
Epoch: 150, Train loss: 0.0029056881944835187, Validation loss: 0.15128038363456725, Validation accuracy: 0.9569
Epoch: 151, Train loss: 0.0029669299667328597, Validation loss: 0.15008042902946472, Validation accuracy: 0.9571
Epoch: 152, Train loss: 0.0029093348178267477, Validation loss: 0.1499807191848755, Validation accuracy: 0.9564
