['ResNet-train.py', '--network', 'wide_resnet', '--classifier', 'full', '--tensorization', '8', '8', '8', '8', '8', '--ranks', '[[8, 1, 2, 2, 1, 1], [1, 8, 1, 1, 1, 2], [2, 1, 8, 1, 1, 1], [2, 1, 1, 8, 1, 1], [1, 1, 1, 1, 8, 2], [1, 2, 1, 1, 2, 10]]', '--seed', '3', '--device', 'cuda:0']
Initializing dataloader
Files already downloaded and verified
Files already downloaded and verified
Dataloader has initialized
Initializing model
Model initialized
Testing model
Tests passed
Epoch: 0, Train loss: 1.7353287622451783, Validation loss: 1.4619490758895874, Validation accuracy: 0.4699
Epoch: 1, Train loss: 1.1954736235809327, Validation loss: 1.1647033695220947, Validation accuracy: 0.6104
Epoch: 2, Train loss: 0.9490350544929504, Validation loss: 1.6254880966186522, Validation accuracy: 0.5526
Epoch: 3, Train loss: 0.804404173297882, Validation loss: 1.0417448991775513, Validation accuracy: 0.6876
Epoch: 4, Train loss: 0.7134275175857544, Validation loss: 1.0360806999206542, Validation accuracy: 0.6589
Epoch: 5, Train loss: 0.6403485409355164, Validation loss: 0.8748297731399536, Validation accuracy: 0.7169
Epoch: 6, Train loss: 0.5941899540138245, Validation loss: 0.7049002738952637, Validation accuracy: 0.7961
Epoch: 7, Train loss: 0.5420767303848266, Validation loss: 0.700757421875, Validation accuracy: 0.7904
Epoch: 8, Train loss: 0.5025833895111084, Validation loss: 0.7218492088317872, Validation accuracy: 0.785
Epoch: 9, Train loss: 0.4761002047252655, Validation loss: 0.5780167644500732, Validation accuracy: 0.8046
Epoch: 10, Train loss: 0.4466615137863159, Validation loss: 0.731321438407898, Validation accuracy: 0.7712
Epoch: 11, Train loss: 0.4243816403579712, Validation loss: 0.6531913272857666, Validation accuracy: 0.8083
Epoch: 12, Train loss: 0.4140784561729431, Validation loss: 0.6827638017177582, Validation accuracy: 0.7915
Epoch: 13, Train loss: 0.40854016819000244, Validation loss: 0.5270670233249665, Validation accuracy: 0.8311
Epoch: 14, Train loss: 0.38550864952087405, Validation loss: 0.516143696308136, Validation accuracy: 0.832
Epoch: 15, Train loss: 0.361630420589447, Validation loss: 0.5421665796279908, Validation accuracy: 0.8279
Epoch: 16, Train loss: 0.36059953869342803, Validation loss: 0.4933222333908081, Validation accuracy: 0.8618
Epoch: 17, Train loss: 0.34147495044708254, Validation loss: 0.5018355932235717, Validation accuracy: 0.8468
Epoch: 18, Train loss: 0.3329378927898407, Validation loss: 0.5286576584815978, Validation accuracy: 0.8553
Epoch: 19, Train loss: 0.3285577853679657, Validation loss: 0.5189388544082641, Validation accuracy: 0.8354
Epoch: 20, Train loss: 0.315342110080719, Validation loss: 0.6158436815261841, Validation accuracy: 0.8325
Epoch: 21, Train loss: 0.30844220272541045, Validation loss: 0.5584241958618164, Validation accuracy: 0.8375
Epoch: 22, Train loss: 0.3047940523529053, Validation loss: 0.44399561376571656, Validation accuracy: 0.8677
Epoch: 23, Train loss: 0.2902894659042358, Validation loss: 0.5993598571777343, Validation accuracy: 0.82
Epoch: 24, Train loss: 0.29119320269584653, Validation loss: 0.44608456230163573, Validation accuracy: 0.8767
Epoch: 25, Train loss: 0.2858117084121704, Validation loss: 0.49074474675655366, Validation accuracy: 0.8676
Epoch: 26, Train loss: 0.2870112979221344, Validation loss: 0.6167854277610779, Validation accuracy: 0.8244
Epoch: 27, Train loss: 0.28103091851234435, Validation loss: 0.46944251766204836, Validation accuracy: 0.868
Epoch: 28, Train loss: 0.2746348919820786, Validation loss: 0.47802664880752566, Validation accuracy: 0.859
Epoch: 29, Train loss: 0.2679323065376282, Validation loss: 0.4504382351398468, Validation accuracy: 0.877
Epoch: 30, Train loss: 0.2662405845451355, Validation loss: 0.399295130443573, Validation accuracy: 0.8756
Epoch: 31, Train loss: 0.25669642408370974, Validation loss: 0.6341368343830108, Validation accuracy: 0.8394
Epoch: 32, Train loss: 0.25469682094573975, Validation loss: 0.4970456566095352, Validation accuracy: 0.8681
Epoch: 33, Train loss: 0.2511825625562668, Validation loss: 0.4310187403202057, Validation accuracy: 0.8773
Epoch: 34, Train loss: 0.25204381757736205, Validation loss: 0.8004768790245056, Validation accuracy: 0.8102
Epoch: 35, Train loss: 0.2500743101787567, Validation loss: 0.3703000984668732, Validation accuracy: 0.8843
Epoch: 36, Train loss: 0.24407721075057984, Validation loss: 0.4786856846809387, Validation accuracy: 0.8664
Epoch: 37, Train loss: 0.2502309516239166, Validation loss: 0.546528770828247, Validation accuracy: 0.8544
Epoch: 38, Train loss: 0.23718569159507752, Validation loss: 0.4296921475410461, Validation accuracy: 0.8728
Epoch: 39, Train loss: 0.24490473197937013, Validation loss: 0.4082018218517304, Validation accuracy: 0.8769
Epoch: 40, Train loss: 0.24310950601577758, Validation loss: 0.5628772874832153, Validation accuracy: 0.8519
Epoch: 41, Train loss: 0.2393203889465332, Validation loss: 0.3991438121318817, Validation accuracy: 0.8785
Epoch: 42, Train loss: 0.23617973991394042, Validation loss: 0.42243791790008545, Validation accuracy: 0.8855
Epoch: 43, Train loss: 0.22952055170059205, Validation loss: 0.5678536877632141, Validation accuracy: 0.8427
Epoch: 44, Train loss: 0.2312273303747177, Validation loss: 0.43159440689086914, Validation accuracy: 0.872
Epoch: 45, Train loss: 0.23008124217033385, Validation loss: 0.5521505715847015, Validation accuracy: 0.8417
Epoch: 46, Train loss: 0.2261447614955902, Validation loss: 0.5118800210952759, Validation accuracy: 0.8865
Epoch: 47, Train loss: 0.22223932585716247, Validation loss: 0.4192893895149231, Validation accuracy: 0.8833
Epoch: 48, Train loss: 0.22702852069854737, Validation loss: 0.6592784066200257, Validation accuracy: 0.8262
Epoch: 49, Train loss: 0.2253261063337326, Validation loss: 0.38658185362815856, Validation accuracy: 0.8904
Epoch: 50, Train loss: 0.22219953674554824, Validation loss: 0.49390893130302427, Validation accuracy: 0.8682
Epoch: 51, Train loss: 0.2250188290977478, Validation loss: 0.5125043372154235, Validation accuracy: 0.8589
Epoch: 52, Train loss: 0.21709392158985139, Validation loss: 0.5217529049873352, Validation accuracy: 0.8522
Epoch: 53, Train loss: 0.2186611226940155, Validation loss: 0.4540915199279785, Validation accuracy: 0.8687
Epoch: 54, Train loss: 0.21905839049339296, Validation loss: 0.4491045084953308, Validation accuracy: 0.8785
Epoch: 55, Train loss: 0.2234519912004471, Validation loss: 0.580306918334961, Validation accuracy: 0.8555
Epoch: 56, Train loss: 0.21459877267837524, Validation loss: 0.5711001921653748, Validation accuracy: 0.863
Epoch: 57, Train loss: 0.21314590462684632, Validation loss: 0.4878231298446655, Validation accuracy: 0.8798
Epoch: 58, Train loss: 0.2117169791507721, Validation loss: 0.45890980443954466, Validation accuracy: 0.8632
Epoch: 59, Train loss: 0.20786095198631285, Validation loss: 0.5149458675384522, Validation accuracy: 0.8736
Epoch: 60, Train loss: 0.0881592349010706, Validation loss: 0.30502385311126706, Validation accuracy: 0.9292
