['ResNet-train.py', '--network', 'wide_resnet', '--classifier', 'full', '--tensorization', '8', '8', '8', '8', '8', '--ranks', '[[8, 2, 1, 3, 1, 1], [2, 8, 2, 1, 1, 1], [1, 2, 8, 1, 2, 3], [3, 1, 1, 8, 1, 2], [1, 1, 2, 1, 8, 1], [1, 1, 3, 2, 1, 10]]', '--seed', '6', '--device', 'cuda:2']
Initializing dataloader
Files already downloaded and verified
Files already downloaded and verified
Dataloader has initialized
Initializing model
Model initialized
Testing model
Tests passed
Epoch: 0, Train loss: 1.4763756344604493, Validation loss: 1.127803259563446, Validation accuracy: 0.6143
Epoch: 1, Train loss: 0.9575220882797241, Validation loss: 1.0250464644432067, Validation accuracy: 0.7004
Epoch: 2, Train loss: 0.763373911151886, Validation loss: 0.7903921450614929, Validation accuracy: 0.729
Epoch: 3, Train loss: 0.6431697434616089, Validation loss: 0.6839142645835876, Validation accuracy: 0.7667
Epoch: 4, Train loss: 0.5784382457160949, Validation loss: 0.5981998490333558, Validation accuracy: 0.7991
Epoch: 5, Train loss: 0.502165115814209, Validation loss: 0.6534068002223968, Validation accuracy: 0.7927
Epoch: 6, Train loss: 0.46036310733795166, Validation loss: 0.5714732221603394, Validation accuracy: 0.8206
Epoch: 7, Train loss: 0.4333438944911957, Validation loss: 0.6119379507064819, Validation accuracy: 0.8192
Epoch: 8, Train loss: 0.4012081601715088, Validation loss: 0.5830477630615234, Validation accuracy: 0.8119
Epoch: 9, Train loss: 0.37279613763809205, Validation loss: 0.5651798818588257, Validation accuracy: 0.8238
Epoch: 10, Train loss: 0.36602909740448, Validation loss: 0.6407197612762451, Validation accuracy: 0.8066
Epoch: 11, Train loss: 0.3461382084655762, Validation loss: 0.6876343611717224, Validation accuracy: 0.8073
Epoch: 12, Train loss: 0.31932686574935915, Validation loss: 0.6036183463573456, Validation accuracy: 0.82
Epoch: 13, Train loss: 0.31680740001678465, Validation loss: 0.5371365324020386, Validation accuracy: 0.8319
Epoch: 14, Train loss: 0.2978877374839783, Validation loss: 0.4832901246547699, Validation accuracy: 0.8462
Epoch: 15, Train loss: 0.2938931959056854, Validation loss: 0.5879419228553772, Validation accuracy: 0.8338
Epoch: 16, Train loss: 0.2781848733997345, Validation loss: 0.4820232942581177, Validation accuracy: 0.8548
Epoch: 17, Train loss: 0.2792873300647736, Validation loss: 0.5090740458488464, Validation accuracy: 0.8587
Epoch: 18, Train loss: 0.26878041021347043, Validation loss: 0.3403127805709839, Validation accuracy: 0.8891
Epoch: 19, Train loss: 0.25671458660125734, Validation loss: 0.4717754198074341, Validation accuracy: 0.8578
Epoch: 20, Train loss: 0.2494409624481201, Validation loss: 0.40845406329631806, Validation accuracy: 0.8756
Epoch: 21, Train loss: 0.25155277448654173, Validation loss: 0.5355265388488769, Validation accuracy: 0.8371
Epoch: 22, Train loss: 0.24670223289489746, Validation loss: 0.4312848190307617, Validation accuracy: 0.8695
Epoch: 23, Train loss: 0.23215690556526183, Validation loss: 0.5444525206089019, Validation accuracy: 0.874
Epoch: 24, Train loss: 0.23573996773719788, Validation loss: 0.4982793013572693, Validation accuracy: 0.8723
Epoch: 25, Train loss: 0.23058414697647095, Validation loss: 0.5359314532279968, Validation accuracy: 0.8467
Epoch: 26, Train loss: 0.22984036931991578, Validation loss: 0.5775788232326508, Validation accuracy: 0.8597
Epoch: 27, Train loss: 0.22584032583236693, Validation loss: 0.4818048444747925, Validation accuracy: 0.8622
Epoch: 28, Train loss: 0.21696560631752015, Validation loss: 0.5155182626247407, Validation accuracy: 0.8804
Epoch: 29, Train loss: 0.2171672048997879, Validation loss: 0.38159563989639284, Validation accuracy: 0.8836
Epoch: 30, Train loss: 0.21102044278144835, Validation loss: 0.47158372855186464, Validation accuracy: 0.8738
Epoch: 31, Train loss: 0.21433153675079344, Validation loss: 0.4423087520599365, Validation accuracy: 0.8783
Epoch: 32, Train loss: 0.20921416893959047, Validation loss: 0.45779871015548707, Validation accuracy: 0.8722
Epoch: 33, Train loss: 0.21098103048324585, Validation loss: 0.41183050165176394, Validation accuracy: 0.8729
Epoch: 34, Train loss: 0.20772020488262177, Validation loss: 0.4625577442169189, Validation accuracy: 0.878
Epoch: 35, Train loss: 0.2045771648812294, Validation loss: 0.4304675411224365, Validation accuracy: 0.8764
Epoch: 36, Train loss: 0.20504679772377013, Validation loss: 0.43257165966033934, Validation accuracy: 0.8805
Epoch: 37, Train loss: 0.20211307436466217, Validation loss: 0.4457107062339783, Validation accuracy: 0.8609
Epoch: 38, Train loss: 0.18964940999031066, Validation loss: 0.48049022302627564, Validation accuracy: 0.8844
Epoch: 39, Train loss: 0.2059464080619812, Validation loss: 0.43988054766654966, Validation accuracy: 0.8722
Epoch: 40, Train loss: 0.20283401762008668, Validation loss: 0.47045377988815307, Validation accuracy: 0.8773
Epoch: 41, Train loss: 0.1903960731124878, Validation loss: 0.4574494031190872, Validation accuracy: 0.8696
Epoch: 42, Train loss: 0.19029987698078155, Validation loss: 0.4565447902679443, Validation accuracy: 0.8999
Epoch: 43, Train loss: 0.18375093828678132, Validation loss: 0.6856789771080017, Validation accuracy: 0.8361
Epoch: 44, Train loss: 0.19615634801626206, Validation loss: 0.3500860982894897, Validation accuracy: 0.9055
Epoch: 45, Train loss: 0.18338313353061675, Validation loss: 0.48791116771697995, Validation accuracy: 0.8909
Epoch: 46, Train loss: 0.1892165217399597, Validation loss: 0.4526349786758423, Validation accuracy: 0.8754
Epoch: 47, Train loss: 0.19140348927497863, Validation loss: 0.3990713635444641, Validation accuracy: 0.8858
Epoch: 48, Train loss: 0.18023237615585327, Validation loss: 0.40692065000534056, Validation accuracy: 0.888
Epoch: 49, Train loss: 0.18434743094921113, Validation loss: 0.46463306951522826, Validation accuracy: 0.8782
Epoch: 50, Train loss: 0.1795394583415985, Validation loss: 0.4373806300878525, Validation accuracy: 0.8787
Epoch: 51, Train loss: 0.18038588631153107, Validation loss: 0.5310895486354827, Validation accuracy: 0.8623
Epoch: 52, Train loss: 0.18129185927391053, Validation loss: 0.4835201012611389, Validation accuracy: 0.854
Epoch: 53, Train loss: 0.1846549985408783, Validation loss: 0.49135135700702665, Validation accuracy: 0.8914
Epoch: 54, Train loss: 0.1878029184627533, Validation loss: 0.36352055969238284, Validation accuracy: 0.8982
Epoch: 55, Train loss: 0.17609979919910432, Validation loss: 0.42720853872299197, Validation accuracy: 0.8728
