['ResNet-train.py', '--network', 'wide_resnet', '--classifier', 'full', '--tensorization', '8', '8', '8', '8', '8', '--ranks', '[[8, 3, 4, 3, 3, 2], [3, 8, 2, 1, 1, 3], [4, 2, 8, 1, 1, 3], [3, 1, 1, 8, 1, 1], [3, 1, 1, 1, 8, 2], [2, 3, 3, 1, 2, 10]]', '--seed', '3', '--device', 'cuda:0']
Initializing dataloader
Files already downloaded and verified
Files already downloaded and verified
Dataloader has initialized
Initializing model
Model initialized
Testing model
Tests passed
Epoch: 0, Train loss: 1.4403768556976317, Validation loss: 1.0968313217163086, Validation accuracy: 0.61
Epoch: 1, Train loss: 0.9233638463211059, Validation loss: 0.8668117402076722, Validation accuracy: 0.7088
Epoch: 2, Train loss: 0.7211490920257568, Validation loss: 0.7847308958053589, Validation accuracy: 0.7369
Epoch: 3, Train loss: 0.5900867306137085, Validation loss: 0.7529693640708923, Validation accuracy: 0.7611
Epoch: 4, Train loss: 0.5177688040351868, Validation loss: 0.5921352337360382, Validation accuracy: 0.801
Epoch: 5, Train loss: 0.4690416017341614, Validation loss: 0.5394895692825318, Validation accuracy: 0.8163
Epoch: 6, Train loss: 0.42467862855911254, Validation loss: 0.7090959129333496, Validation accuracy: 0.7917
Epoch: 7, Train loss: 0.39106625595092775, Validation loss: 0.5297340186119079, Validation accuracy: 0.8386
Epoch: 8, Train loss: 0.3668152274608612, Validation loss: 0.5940236778259277, Validation accuracy: 0.8453
Epoch: 9, Train loss: 0.3425336938285828, Validation loss: 0.45215865297317503, Validation accuracy: 0.8546
Epoch: 10, Train loss: 0.32343142355918886, Validation loss: 0.5266431032657624, Validation accuracy: 0.8302
Epoch: 11, Train loss: 0.3121244648694992, Validation loss: 0.5262039841651917, Validation accuracy: 0.8402
Epoch: 12, Train loss: 0.3005681581020355, Validation loss: 0.49558889436721804, Validation accuracy: 0.8507
Epoch: 13, Train loss: 0.2796958429813385, Validation loss: 0.5117789158344269, Validation accuracy: 0.8568
Epoch: 14, Train loss: 0.2678132834625244, Validation loss: 0.45539360036849974, Validation accuracy: 0.8557
Epoch: 15, Train loss: 0.2668484783267975, Validation loss: 0.3894009032249451, Validation accuracy: 0.8784
Epoch: 16, Train loss: 0.25383020265579226, Validation loss: 0.4347068682193756, Validation accuracy: 0.8652
Epoch: 17, Train loss: 0.2456179407787323, Validation loss: 0.4443494878768921, Validation accuracy: 0.8688
Epoch: 18, Train loss: 0.24590293257713317, Validation loss: 0.50769652069211, Validation accuracy: 0.8525
Epoch: 19, Train loss: 0.2366400528240204, Validation loss: 0.7671887119293213, Validation accuracy: 0.8226
